,EAN13,product_name_fr,product_name,brands,brands_tags_str,brands_tags,serving_size,serving_quantity,countries_hierarchy,cities_tags,manufacturing_places,purchase_places,countries_tags,categories,category_properties,pnns_groups_1,pnns_groups_2,compared_to_category,interface_version_modified,ingredients_n,ingredients_text,ingredients,salt_content,max_salt_content,min_salt_content,oil_content,max_oil_content,min_oil_content,oil_type,nutriments,energy_100g,energy_kcal_100g,saturated_fat_100g,fat_100g,carbohydrates_100g,sugars_100g,fruits_vegetables_nuts_estimate_from_ingredients_100g,proteins_100g,sodium_100g,salt_100g,nutrition_score_fr_100g,fiber_100g,nova_group_100g
779,8001310016417,Sauce risotto tomates & parmesan,Sauce risotto tomates & parmesan,Polli,['polli'],['polli'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'sodium_100g': 0.76, 'energy-kcal_value': 181, 'sodium': 0.76, 'salt': 1.9, 'energy_100g': 757, 'energy-kcal': 181, 'sugars_value': 7.5, 'energy': 757, 'sugars_unit': '', 'salt_unit': '', 'sugars_100g': 7.5, 'fat': 13.3, 'energy_unit': 'kcal', 'sodium_value': 0.76, 'salt_100g': 1.9, 'proteins_unit': '', 'carbohydrates_100g': 8.2, 'proteins': 5.3, 'energy_value': 181, 'energy-kcal_100g': 181, 'sugars': 7.5, 'energy-kcal_unit': 'kcal', 'carbohydrates_value': 8.2, 'fat_value': 13.3, 'proteins_value': 5.3, 'fat_unit': '', 'salt_value': 1.9, 'saturated-fat': 2.9, 'saturated-fat_100g': 2.9, 'carbohydrates_unit': '', 'sodium_unit': 'g', 'fat_100g': 13.3, 'saturated-fat_unit': '', 'saturated-fat_value': 2.9, 'carbohydrates': 8.2, 'proteins_100g': 5.3}",757.0,181.0,2.9,13.3,8.2,7.5,,5.3,0.76,1.9,,,
780,8001310100512,,,,nan,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,{},,,,,,,,,,,,,
781,8001310120527,Sauce Arrabbiata,Sauce Arrabbiata,Polli,['polli'],['polli'],,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces pour pâtes, Sauces tomate, Sauces Arrabiata",{},Fat and sauces,Dressings and sauces,en:arrabbiata-sauces,20150316.jqm2,12,"purée de tomate, huile de tournesol, tomates séchées réhydratées 14%, sel, sucre, huile d'olive, fibres végétales, épices, piment 0,3% acidifiant: acide lactique, antioxydant :  acide ascorbique.","['purée de tomate', 'huile de tournesol', 'tomates séchées réhydratées', 'sel', 'sucre', ""huile d'olive"", 'fibres végétales', 'épices', 'piment 0.3% acidifiant', 'antioxydant', 'acide lactique', 'acide ascorbique']","[{'vegetarian': 'yes', 'percent_max': '14', 'rank': 4, 'vegan': 'yes', 'percent_min': 0, 'id': 'en:salt', 'text': 'sel'}]",14,0,"[{'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'vegetarian': 'yes', 'percent_max': 43, 'vegan': 'yes', 'percent_min': '14', 'from_palm_oil': 'no', 'rank': 2}, {'id': 'en:olive-oil', 'text': ""huile d'olive"", 'vegetarian': 'yes', 'percent_max': '14', 'vegan': 'yes', 'rank': 6, 'from_palm_oil': 'no', 'percent_min': 0}]",43,14,huile de tournesol,"{'sodium': 0.8720000000000001, 'salt': 2.18, 'energy-kcal': 216, 'energy_100g': 904, 'sugars_value': 2.9, 'energy': 904, 'fiber': 0, 'fiber_unit': '', 'carbon-footprint-from-known-ingredients_100g': 7, 'energy-kcal_value': 216, 'nutrition-score-fr': 13, 'sodium_100g': 0.8720000000000001, 'nova-group_100g': 3, 'salt_unit': '', 'sugars_100g': 2.9, 'fiber_100g': 0, 'nova-group': 3, 'sugars_unit': '', 'fiber_value': 0, 'energy-kcal_100g': 216, 'energy-kcal_unit': 'kcal', 'sugars': 2.9, 'carbohydrates_value': 3.6, 'proteins_value': 1.6, 'fat_value': 22.8, 'fat_unit': '', 'nova-group_serving': 3, 'salt_value': 2.18, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 28, 'fat': 22.8, 'energy_unit': 'kcal', 'salt_100g': 2.18, 'sodium_value': 0.8720000000000001, 'proteins_unit': '', 'carbohydrates_100g': 3.6, 'proteins': 1.6, 'energy_value': 216, 'nutrition-score-fr_100g': 13, 'fat_100g': 22.8, 'saturated-fat_unit': '', 'saturated-fat_value': 2.2, 'carbohydrates': 3.6, 'proteins_100g': 1.6, 'nutrition-score-fr_serving': 13, 'saturated-fat': 2.2, 'saturated-fat_100g': 2.2, 'carbohydrates_unit': '', 'sodium_unit': 'g'}",904.0,216.0,2.2,22.8,3.6,2.9,28.0,1.6,0.8720000000000001,2.18,13.0,0.0,3.0
782,8001310161056,Pesto Rosso,Pesto Rosso,Polli,['polli'],['polli'],,,['en:france'],[],Italie,France,['en:france'],"Epicerie, Sauces, Sauces Pesto, Sauces tomate, Sauces Pesto Rosso, Sauces tomates au basilic","{'ciqual_food_name:en': 'Sauce, pesto rosso, prepacked', 'ciqual_food_name:fr': 'Sauce pesto rosso, préemballée'}",Fat and sauces,Dressings and sauces,fr:sauces-tomates-au-basilic,20120622,15,"Huile de tournesol, purée de tomate 33% tomates séchées réhydratés 1 2%, _noix de cajou_ 4%, basilic 3% mélange de _fromages_ à pâte dure râpés 2,6% (contient _lait_, _œuf_), sel 2%, ail 1% _Pecorino Romano AOP_, acidifiant: glucon-delta- lacton, acide lacique, piment, sucre, fécule de pommes de terre, antioxydant acide ascorbique.","['Huile de tournesol', 'purée de tomate 33% tomates séchées réhydratés 1', '_noix de cajou_', 'basilic 3% mélange de _fromages_ à pâte dure râpés', 'sel', 'ail 1% _Pecorino Romano AOP_', 'acidifiant', 'lacton', 'acide lacique', 'piment', 'sucre', 'fécule de pommes de terre', 'antioxydant', 'glucon-delta', 'acide ascorbique']","[{'rank': 5, 'vegan': 'yes', 'vegetarian': 'yes', 'percent': '2', 'text': 'sel', 'id': 'en:salt'}]",0,0,"[{'rank': 1, 'vegan': 'yes', 'vegetarian': 'yes', 'from_palm_oil': 'no', 'text': 'Huile de tournesol', 'id': 'en:sunflower-oil'}]",0,0,,"{'sodium_value': 0.716, 'salt_100g': 1.7900000000000003, 'carbon-footprint-from-known-ingredients_product': 1.9, 'energy_unit': 'kcal', 'fat': 43.2, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 4, 'energy_value': 426, 'proteins': 3.8, 'carbohydrates_100g': 3.6, 'proteins_unit': 'g', 'energy-kcal_100g': 426, 'fiber_value': 0, 'nova-group_serving': 3, 'salt_value': 1.79, 'fat_unit': 'g', 'carbohydrates_value': 3.6, 'proteins_value': 3.8, 'fat_value': 43.2, 'sugars': 3.1, 'energy-kcal_unit': 'kcal', 'saturated-fat': 5.4, 'nutrition-score-fr_serving': 17, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 5.4, 'saturated-fat_value': 5.4, 'saturated-fat_unit': 'g', 'fat_100g': 43.2, 'nutrition-score-fr_100g': 17, 'proteins_100g': 3.8, 'carbohydrates': 3.6, 'carbon-footprint-from-known-ingredients_100g': 1, 'energy-kcal_value': 426, 'nutrition-score-fr': 17, 'sodium_100g': 0.716, 'salt': 1.7900000000000003, 'sodium': 0.716, 'fiber_unit': 'g', 'fiber': 0, 'energy': 1782, 'sugars_value': 3.1, 'energy-kcal': 426, 'energy_100g': 1782, 'sugars_unit': 'g', 'sugars_100g': 3.1, 'salt_unit': 'g', 'nova-group_100g': 3, 'nova-group': 3, 'fiber_100g': 0}",1782.0,426.0,5.4,43.2,3.6,3.1,4.0,3.8,0.716,1.7900000000000003,17.0,0.0,3.0
783,8001310162510,Salsa De Tomate Con Chile Pimiento Poll,Salsa De Tomate Con Chile Pimiento Poll,,nan,,,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,,,0,0,,0,0,,"{'salt': 2.36, 'sodium': 0.944, 'energy': 707, 'sugars_value': 5.2, 'energy_100g': 707, 'energy-kcal': 169, 'energy-kcal_value': 169, 'sodium_100g': 0.944, 'salt_unit': 'g', 'sugars_100g': 5.2, 'sugars_unit': 'g', 'energy-kcal_100g': 169, 'salt_value': 2.36, 'fat_unit': 'g', 'fat_value': 15.3, 'proteins_value': 1, 'carbohydrates_value': 5.4, 'energy-kcal_unit': 'kcal', 'sugars': 5.2, 'salt_100g': 2.36, 'sodium_value': 0.944, 'energy_unit': 'kcal', 'fat': 15.3, 'energy_value': 169, 'proteins': 1, 'carbohydrates_100g': 5.4, 'proteins_unit': 'g', 'saturated-fat_value': 1.5, 'saturated-fat_unit': 'g', 'fat_100g': 15.3, 'proteins_100g': 1, 'carbohydrates': 5.4, 'saturated-fat': 1.5, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1.5}",707.0,169.0,1.5,15.3,5.4,5.2,,1.0,0.944,2.36,,,
784,8001310163050,Sauce tomate et olive,Sauce tomate et olive,Polli,['polli'],['polli'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'salt': 2.87, 'sodium': 1.1480000000000001, 'energy': 1167, 'sugars_value': 7.7, 'fiber_unit': '', 'fiber': 0, 'energy_100g': 1167, 'energy-kcal': 279, 'sodium_100g': 1.1480000000000001, 'energy-kcal_value': 279, 'salt_unit': '', 'sugars_100g': 7.7, 'fiber_100g': 0, 'sugars_unit': '', 'energy-kcal_100g': 279, 'fiber_value': 0, 'salt_value': 2.87, 'energy-kcal_unit': 'kcal', 'sugars': 7.7, 'proteins_value': 1.4, 'energy_unit': 'kcal', 'sodium_value': 1.1480000000000001, 'salt_100g': 2.87, 'proteins': 1.4, 'energy_value': 279, 'proteins_unit': '', 'saturated-fat_unit': '', 'saturated-fat_value': 3.2, 'proteins_100g': 1.4, 'saturated-fat': 3.2, 'sodium_unit': 'g', 'saturated-fat_100g': 3.2}",1167.0,279.0,3.2,,,7.7,,1.4,1.1480000000000001,2.87,,0.0,
785,8001310164057,Sauce tomates séchées,Sauce tomates séchées,Polli,['polli'],['polli'],,,['en:france'],[],Italie,,['en:france'],"Epicerie, Sauces, Sauces tomate",{},Fat and sauces,Dressings and sauces,en:tomato-sauces,20120622,12,"Tomates séchées réhydratées 34 %, huile de tournesol, purée de tomate, sel, sucre, basilic, farine de riz, poivre, antioxydant : acide ascorbique, acidifiant : acide lactique.","['Tomates séchées réhydratées', 'huile de tournesol', 'purée de tomate', 'sel', 'sucre', 'basilic', 'farine de riz', 'poivre', 'antioxydant', 'acidifiant', 'acide ascorbique', 'acide lactique']","[{'percent_max': 25, 'vegan': 'yes', 'rank': 4, 'vegetarian': 'yes', 'percent_min': 0, 'text': 'sel', 'id': 'en:salt'}]",25,0,"[{'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'percent_max': '34', 'vegan': 'yes', 'vegetarian': 'yes', 'from_palm_oil': 'no', 'percent_min': 7.333333333333333, 'rank': 2}]",34,7.333333333333333,huile de tournesol,"{'nutrition-score-fr_serving': 17, 'saturated-fat': 3.1, 'saturated-fat_100g': 3.1, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'fat_100g': 31, 'nutrition-score-fr_100g': 17, 'saturated-fat_value': 3.1, 'saturated-fat_unit': 'g', 'carbohydrates': 9.5, 'proteins_100g': 1.7, 'fat': 31, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 38, 'sodium_value': 0.86, 'salt_100g': 2.15, 'carbon-footprint-from-known-ingredients_product': 32.3, 'energy_unit': 'kJ', 'carbohydrates_100g': 9.5, 'proteins_unit': 'g', 'energy_value': 1382, 'proteins': 1.7, 'proteins_value': 1.7, 'carbohydrates_value': 9.5, 'fat_value': 31, 'sugars': 5.1, 'nova-group_serving': 3, 'salt_value': 2.15, 'fat_unit': 'g', 'sugars_unit': 'g', 'energy-kj': 1382, 'nova-group_100g': 3, 'energy-kj_100g': 1382, 'salt_unit': 'g', 'sugars_100g': 5.1, 'nova-group': 3, 'carbon-footprint-from-known-ingredients_100g': 17, 'nutrition-score-fr': 17, 'sodium_100g': 0.86, 'energy-kj_unit': 'kJ', 'sodium': 0.86, 'energy-kj_value': 1382, 'salt': 2.15, 'energy_100g': 1382, 'sugars_value': 5.1, 'energy': 1382}",1382.0,,3.1,31.0,9.5,5.1,38.0,1.7,0.86,2.15,17.0,,3.0
786,8001310271007,Sauce aux artichauts,Sauce aux artichauts,Polli,['polli'],['polli'],,,['en:france'],[],Italie,,['en:france'],"Epicerie, Sauces, Sauces tomate, Sauces aux légumes, Sauces tomates aux légumes",{},Fat and sauces,Dressings and sauces,fr:sauces-tomates-aux-legumes,20150316.jqm2,18,"Artichauts 37 %, purée de tomate 30 %, huile de tournesol, huile d'olive, oignons, fromage (_lait_ bovin, sel, caille-lait, lysozyme d'_oeuf_), sucre, sel, fécule de pommes de terre, ail, persil, poivre, acidifiant : acide lactique.","['Artichauts', 'purée de tomate', 'huile de tournesol', ""huile d'olive"", 'oignons', 'fromage', 'sucre', 'sel', 'fécule de pommes de terre', 'ail', 'persil', 'poivre', 'acidifiant', '_lait_ bovin', 'sel', 'caille-lait', ""lysozyme d'_oeuf_"", 'acide lactique']","[{'vegetarian': 'yes', 'percent_max': 5.45, 'vegan': 'yes', 'rank': 8, 'percent_min': 0, 'id': 'en:salt', 'text': 'sel'}, {'percent_min': 0, 'percent_max': 4.0875, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",5.45,0,"[{'vegan': 'yes', 'percent_max': '30', 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'rank': 3, 'from_palm_oil': 'no', 'percent_min': 3}, {'text': ""huile d'olive"", 'id': 'en:olive-oil', 'percent_max': 16.5, 'vegan': 'yes', 'vegetarian': 'yes', 'rank': 4, 'from_palm_oil': 'no', 'percent_min': 0.3}]",30,3,huile de tournesol,"{'sodium': 0, 'salt': 0, 'energy-kcal': 259, 'energy_100g': 1084, 'energy': 1084, 'sugars_value': 1.29, 'carbon-footprint-from-known-ingredients_100g': 179.5, 'sodium_100g': 0, 'nutrition-score-fr': 1, 'energy-kcal_value': 259, 'nova-group_100g': 3, 'sugars_100g': 1.29, 'salt_unit': '', 'nova-group': 3, 'sugars_unit': '', 'energy-kcal_100g': 259, 'fat_value': 25.2, 'carbohydrates_value': 4.7, 'proteins_value': 2.4, 'sugars': 1.29, 'energy-kcal_unit': 'kcal', 'salt_value': 0, 'nova-group_serving': 3, 'fat_unit': '', 'fat': 25.2, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 67.3, 'salt_100g': 0, 'sodium_value': 0, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 341, 'carbohydrates_100g': 4.7, 'proteins_unit': '', 'energy_value': 259, 'proteins': 2.4, 'fat_100g': 25.2, 'nutrition-score-fr_100g': 1, 'saturated-fat_value': 2, 'saturated-fat_unit': '', 'carbohydrates': 4.7, 'proteins_100g': 2.4, 'nutrition-score-fr_serving': 1, 'saturated-fat': 2, 'carbohydrates_unit': '', 'saturated-fat_100g': 2, 'sodium_unit': 'g'}",1084.0,259.0,2.0,25.2,4.7,1.29,67.3,2.4,0.0,0.0,1.0,,3.0
787,8001310609824,Pesto alla genovese - Polli bio 1872,Pesto alla genovese - Polli bio 1872,Polli,['polli'],['polli'],,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces Pesto, Pestos au basilic","{'ciqual_food_name:fr': 'Sauce pesto, préemballée', 'ciqual_food_name:en': 'Sauce, pesto, prepacked'}",Fat and sauces,Dressings and sauces,en:green-pestos,20150316.jqm2,,,,,0,0,,0,0,,"{'nutrition-score-fr': 18, 'energy-kcal_value': 360, 'sodium_100g': 1.048, 'salt': 2.62, 'sodium': 1.048, 'energy': 1506, 'sugars_value': 2.3, 'energy_100g': 1506, 'energy-kcal': 360, 'sugars_unit': 'g', 'sugars_100g': 2.3, 'salt_unit': 'g', 'energy_unit': 'kcal', 'salt_100g': 2.62, 'sodium_value': 1.048, 'fat': 35, 'proteins': 5.7, 'energy_value': 360, 'proteins_unit': 'g', 'carbohydrates_100g': 3.8, 'energy-kcal_100g': 360, 'fat_unit': 'g', 'salt_value': 2.62, 'energy-kcal_unit': 'kcal', 'sugars': 2.3, 'carbohydrates_value': 3.8, 'fat_value': 35, 'proteins_value': 5.7, 'saturated-fat': 4.6, 'nutrition-score-fr_serving': 18, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 4.6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 4.6, 'nutrition-score-fr_100g': 18, 'fat_100g': 35, 'proteins_100g': 5.7, 'carbohydrates': 3.8}",1506.0,360.0,4.6,35.0,3.8,2.3,,5.7,1.048,2.62,18.0,,
788,8001310750250,Polli pesto rosso bio,Polli pesto rosso bio,Polli,['polli'],['polli'],,,['en:france'],,,,['en:france'],"Epicerie, Sauces, Sauces Pesto, Sauces Pesto Rosso","{'ciqual_food_name:en': 'Sauce, pesto rosso, prepacked', 'ciqual_food_name:fr': 'Sauce pesto rosso, préemballée'}",Fat and sauces,Dressings and sauces,en:red-pestos,20150316.jqm2,,,,,0,0,,0,0,,"{'energy-kcal_value': 424, 'nutrition-score-fr': 17, 'sodium_100g': 0.588, 'sugars_value': 5.1, 'energy': 1774, 'energy-kcal': 424, 'energy_100g': 1774, 'salt': 1.47, 'sodium': 0.588, 'sugars_unit': 'g', 'salt_unit': 'g', 'sugars_100g': 5.1, 'energy_value': 424, 'proteins': 6.4, 'carbohydrates_100g': 6.1, 'proteins_unit': 'g', 'salt_100g': 1.47, 'sodium_value': 0.588, 'energy_unit': 'kcal', 'fat': 41, 'salt_value': 1.47, 'fat_unit': 'g', 'carbohydrates_value': 6.1, 'proteins_value': 6.4, 'fat_value': 41, 'energy-kcal_unit': 'kcal', 'sugars': 5.1, 'energy-kcal_100g': 424, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 5.2, 'saturated-fat': 5.2, 'nutrition-score-fr_serving': 17, 'proteins_100g': 6.4, 'carbohydrates': 6.1, 'saturated-fat_value': 5.2, 'saturated-fat_unit': 'g', 'fat_100g': 41, 'nutrition-score-fr_100g': 17}",1774.0,424.0,5.2,41.0,6.1,5.1,,6.4,0.588,1.47,17.0,,
789,8001440124150,Cirio Sos Pomidorowy Arrabbiata 420G,Cirio Sos Pomidorowy Arrabbiata 420G,Northmaen,['northmaen'],['northmaen'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,1,. réfriaérateuretconsommer«,['réfriaérateuretconsommer«'],[],0,0,[],0,0,,"{'energy-kcal_value': 69, 'sodium_100g': 0.36, 'salt': 0.9, 'sodium': 0.36, 'energy': 289, 'sugars_value': 5.4, 'fiber': 0.9, 'fiber_unit': '', 'energy-kcal': 69, 'energy_100g': 289, 'sugars_unit': '', 'sugars_100g': 5.4, 'salt_unit': '', 'fiber_100g': 0.9, 'energy_unit': 'kcal', 'sodium_value': 0.36, 'salt_100g': 0.9, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 2.1, 'proteins': 1.4, 'energy_value': 69, 'proteins_unit': '', 'carbohydrates_100g': 10.1, 'energy-kcal_100g': 69, 'fiber_value': 0.9, 'fat_unit': '', 'salt_value': 0.9, 'sugars': 5.4, 'energy-kcal_unit': 'kcal', 'proteins_value': 1.4, 'carbohydrates_value': 10.1, 'fat_value': 2.1, 'saturated-fat': 0.3, 'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.3, 'saturated-fat_unit': '', 'saturated-fat_value': 0.3, 'fat_100g': 2.1, 'proteins_100g': 1.4, 'carbohydrates': 10.1}",289.0,69.0,0.3,2.1,10.1,5.4,0.0,1.4,0.36,0.9,,0.9,
790,8001440124167,Cirio Sos Pomidorowy Napoletana 420G,Cirio Sos Pomidorowy Napoletana 420G,Northmaen,['northmaen'],['northmaen'],,,['en:france'],[],,,['en:france'],,{},unknown,unknown,,20190830,13,"tomates 75% (purée de tomate mi-réduite, pulpe de tomates 17% (oignon, carotte, céleri), huile de tournesol), sucre, sel, plantes aromatiques, amidon transformé, correcteur d'acidité : acide citrique. Peut contenir des traces de moutarde et de céréales contenant du gluten","['tomates', 'sucre', 'sel', 'plantes aromatiques', 'amidon transformé', ""correcteur d'acidité"", 'purée de tomate mi-réduite', 'pulpe de tomates', 'huile de tournesol', 'acide citrique', 'oignon', 'carotte', 'céleri']","[{'percent_min': 0, 'vegan': 'yes', 'rank': 3, 'percent_max': 20, 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]",20,0,"[{'percent_min': 0, 'from_palm_oil': 'no', 'vegan': 'yes', 'percent_max': '17', 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil'}]",17,0,huile de tournesol,"{'energy-kcal_100g': 64, 'fiber_value': 1.6, 'nova-group_serving': 4, 'salt_value': 1.1, 'fat_unit': 'g', 'proteins_value': 1.4, 'fat_value': 2.3, 'carbohydrates_value': 8.3, 'sugars': 5.6, 'energy-kcal_unit': 'kcal', 'sodium_value': 0.44000000000000006, 'salt_100g': 1.1, 'energy_unit': 'kcal', 'fat': 2.3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 75, 'energy_value': 64, 'proteins': 1.4, 'carbohydrates_100g': 8.3, 'proteins_unit': 'g', 'saturated-fat_value': 0.3, 'saturated-fat_unit': 'g', 'fat_100g': 2.3, 'proteins_100g': 1.4, 'carbohydrates': 8.3, 'saturated-fat': 0.3, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.3, 'salt': 1.1, 'sodium': 0.44000000000000006, 'fiber_unit': 'g', 'fiber': 1.6, 'sugars_value': 5.6, 'energy': 268, 'energy-kcal': 64, 'energy_100g': 268, 'carbon-footprint-from-known-ingredients_100g': 61.3, 'energy-kcal_value': 64, 'sodium_100g': 0.44000000000000006, 'salt_unit': 'g', 'sugars_100g': 5.6, 'nova-group_100g': 4, 'nova-group': 4, 'fiber_100g': 1.6, 'sugars_unit': 'g'}",268.0,64.0,0.3,2.3,8.3,5.6,75.0,1.4,0.44000000000000006,1.1,,1.6,4.0
791,8001440124181,Pasta sauce Basilico,Pasta sauce Basilico,CIRIO,['cirio'],['cirio'],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,3,utilssoturés/waarvanvemdi Gt.ÂStR&lh aten Italiè fia R (BO) ITALIA m.ciri01856.com,"['utilssoturés', 'waarvanvemdi Gt.ÂStR&lh aten Italiè fia R', 'ITALIA m.ciri01856.com']",[],0,0,[],0,0,,"{'saturated-fat': 0.4, 'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.4, 'saturated-fat_unit': '', 'saturated-fat_value': 0.4, 'fat_100g': 2.5, 'proteins_100g': 1.5, 'carbohydrates': 8.5, 'energy_unit': 'kcal', 'salt_100g': 0.9, 'sodium_value': 0.36, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 2.5, 'proteins': 1.5, 'energy_value': 66, 'proteins_unit': '', 'carbohydrates_100g': 8.5, 'energy-kcal_100g': 66, 'fiber_value': 0.9, 'fat_unit': '', 'salt_value': 0.9, 'sugars': 5.3, 'energy-kcal_unit': 'kcal', 'fat_value': 2.5, 'proteins_value': 1.5, 'carbohydrates_value': 8.5, 'sugars_unit': '', 'salt_unit': '', 'sugars_100g': 5.3, 'fiber_100g': 0.9, 'sodium_100g': 0.36, 'energy-kcal_value': 66, 'salt': 0.9, 'sodium': 0.36, 'sugars_value': 5.3, 'energy': 276, 'fiber_unit': '', 'fiber': 0.9, 'energy-kcal': 66, 'energy_100g': 276}",276.0,66.0,0.4,2.5,8.5,5.3,0.0,1.5,0.36,0.9,,0.9,
792,8001440124204,Sauce Tomate Bolognaise,Sauce Tomate Bolognaise,,[],[],,,['en:france'],,,,['en:france'],,{},unknown,unknown,,20150316.jqm2,,,[],[],0,0,[],0,0,,"{'fat_unit': '', 'salt_value': 0.7, 'sugars': 5.1, 'energy-kcal_unit': 'kcal', 'fat_value': 5.3, 'proteins_value': 5.1, 'carbohydrates_value': 7.4, 'energy-kcal_100g': 102, 'proteins': 5.1, 'energy_value': 102, 'proteins_unit': '', 'carbohydrates_100g': 7.4, 'energy_unit': 'kcal', 'salt_100g': 0.7, 'sodium_value': 0.27999999999999997, 'fat': 5.3, 'proteins_100g': 5.1, 'carbohydrates': 7.4, 'saturated-fat_unit': '', 'saturated-fat_value': 2.2, 'fat_100g': 5.3, 'sodium_unit': 'g', 'saturated-fat_100g': 2.2, 'carbohydrates_unit': '', 'saturated-fat': 2.2, 'energy': 427, 'sugars_value': 5.1, 'energy-kcal': 102, 'energy_100g': 427, 'salt': 0.7, 'sodium': 0.27999999999999997, 'sodium_100g': 0.27999999999999997, 'energy-kcal_value': 102, 'salt_unit': '', 'sugars_100g': 5.1, 'sugars_unit': ''}",427.0,102.0,2.2,5.3,7.4,5.1,,5.1,0.27999999999999997,0.7,,,
