,EAN13,ingredients_n,compared_to_category,pnns_groups_1,ingredients_text,countries_hierarchy,ingredients,serving_size,category_properties,product_name_fr,brands,manufacturing_places,product_name,categories,nutriments,serving_quantity,cities_tags,pnns_groups_2,interface_version_modified,salt_content,oil_content
10,0087703155923,10.0,en:sauces,Fat and sauces,"SAUCE SOJA (EAU, SOJA, SEL, BLE), 煎饺蘸酱 SUCRE, VINAIGRE DE MALT, FRUCTOSE EXHAUSTEUR DE GOUT (E621), SEL",['en:france'],"['SAUCE SOJA', '煎饺蘸酱 SUCRE', 'VINAIGRE DE MALT', 'FRUCTOSE EXHAUSTEUR DE GOUT', 'SEL', 'EAU', 'SOJA', 'SEL', 'BLE', 'e621']",,{},Sauce pour Gyoza,Sukina,Corée du Sud,Sauce pour Gyoza,"Epicerie, Sauces","{'saturated-fat': 0, 'nutrition-score-fr_serving': 4, 'sodium_unit': 'g', 'saturated-fat_100g': 0, 'carbohydrates_unit': 'g', 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'nutrition-score-fr_100g': 4, 'fat_100g': 0, 'proteins_100g': 0, 'carbohydrates': 1, 'energy_unit': 'kcal', 'sodium_value': 0.36576, 'salt_100g': 0.9144, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fat': 0, 'proteins': 0, 'energy_value': 17, 'proteins_unit': 'g', 'carbohydrates_100g': 1, 'energy-kcal_100g': 17, 'fat_unit': 'g', 'nova-group_serving': 4, 'salt_value': 0.9144, 'energy-kcal_unit': 'kcal', 'sugars': 1, 'carbohydrates_value': 1, 'fat_value': 0, 'proteins_value': 0, 'sugars_unit': 'g', 'salt_unit': 'g', 'sugars_100g': 1, 'nova-group_100g': 4, 'nova-group': 4, 'energy-kcal_value': 17, 'sodium_100g': 0.36576, 'nutrition-score-fr': 4, 'salt': 0.9144, 'sodium': 0.36576, 'energy': 71, 'sugars_value': 1, 'energy_100g': 71, 'energy-kcal': 17}",,[],Dressings and sauces,20120622,"[{'id': 'en:salt', 'text': 'SEL', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 5, 'percent_max': 20, 'percent_min': 0}, {'percent_min': 0, 'vegan': 'yes', 'percent_max': 33.333333333333336, 'vegetarian': 'yes', 'text': 'SEL', 'id': 'en:salt'}]",[]
11,05651153,5.0,en:ketchup,Fat and sauces,purée de tomates concentrées* 74% - sucre brut de canne*% - vinaigre d'alcool* - semaine- epices *. *issus de l'agriculture biologique,['en:france'],"['purée de tomates concentrées', 'sucre brut de canne %', ""vinaigre d'alcool"", 'semaine', 'epices']",100g,"{'ciqual_food_name:fr': 'Ketchup', 'ciqual_food_name:en': 'Ketchup'}",Bio Tomato Ketchup,Kania,Allemagne,Bio Tomato Ketchup,"Epicerie, Sauces, Sauces tomate, Ketchup","{'fat_serving': 0.1, 'nova-group': 3, 'nova-group_100g': 3, 'sugars_100g': 24.5, 'salt_unit': 'g', 'saturated-fat_serving': 0.1, 'energy_serving': 477, 'carbon-footprint-from-known-ingredients_serving': 215, 'sugars_unit': 'g', 'energy-kcal': 114, 'energy_100g': 477, 'energy': 477, 'sugars_value': 24.5, 'proteins_serving': 1.6, 'sodium': 1.008, 'salt': 2.52, 'sodium_100g': 1.008, 'energy-kcal_value': 114, 'nutrition-score-fr': 14, 'carbon-footprint-from-known-ingredients_100g': 214.6, 'carbohydrates': 24.5, 'proteins_100g': 1.6, 'nutrition-score-fr_100g': 14, 'fat_100g': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'saturated-fat_100g': 0.1, 'carbohydrates_unit': 'g', 'sugars_serving': 24.5, 'sodium_unit': 'g', 'nutrition-score-fr_serving': 14, 'saturated-fat': 0.1, 'energy-kcal_unit': 'kcal', 'sugars': 24.5, 'proteins_value': 1.6, 'fat_value': 0.1, 'carbohydrates_value': 24.5, 'fat_unit': 'g', 'salt_value': 2.52, 'nova-group_serving': 3, 'energy-kcal_100g': 114, 'sodium_serving': 1.01, 'proteins_unit': 'g', 'salt_serving': 2.52, 'carbohydrates_100g': 24.5, 'proteins': 1.6, 'energy_value': 114, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 74, 'energy-kcal_serving': 114, 'fat': 0.1, 'carbon-footprint-from-known-ingredients_product': 1070, 'energy_unit': 'kcal', 'carbohydrates_serving': 24.5, 'salt_100g': 2.52, 'sodium_value': 1.008}",100,,Dressings and sauces,20150316.jqm2,[],[]
12,0609443500001,18.0,en:barbecue-sauces,Fat and sauces,"Sauce soja, sucre brun, sucre de canne, sake (sans alcool), mirin, oignon grillé, oignon vert, bouillon de poulet, ketchup, ail, jus de citron, arôme fumé, champignon shitake, xanthane, sel, vinaigre de riz, gingembre, wasabi. Contient des OGM",['en:france'],"['Sauce soja', 'sucre brun', 'sucre de canne', 'sake', 'mirin', 'oignon grillé', 'oignon vert', 'bouillon de poulet', 'ketchup', 'ail', 'jus de citron', 'arôme fumé', 'champignon shitake', 'xanthane', 'sel', 'vinaigre de riz', 'gingembre', 'wasabi']",17g,"{'ciqual_food_name:fr': 'Sauce barbecue, préemballée', 'ciqual_food_name:en': 'Barbecue sauce, prepacked'}",HIBACHI japanese steak and BBQ sauce with sake,TONTON,USA,HIBACHI japanese steak and BBQ sauce with sake,"Epicerie, Sauces, Sauces barbecue","{'nutrition-score-fr_serving': 2, 'saturated-fat': 0, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0, 'sugars_serving': 0.51, 'sodium_unit': 'mg', 'nutrition-score-fr_100g': 2, 'fat_100g': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'carbohydrates': 4, 'proteins_100g': 1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'energy-kcal_serving': 3.4, 'fat': 0, 'energy_unit': 'kcal', 'carbohydrates_serving': 0.6799999999999999, 'sodium_value': 193.04000000000002, 'salt_100g': 0.48260000000000003, 'proteins_unit': 'g', 'salt_serving': 0.082, 'sodium_serving': 0.032799999999999996, 'carbohydrates_100g': 4, 'alcohol': 0, 'proteins': 1, 'energy_value': 20, 'fiber_value': 0, 'energy-kcal_100g': 20, 'sugars': 3, 'energy-kcal_unit': 'kcal', 'fat_value': 0, 'proteins_value': 1, 'carbohydrates_value': 4, 'fat_unit': 'g', 'alcohol_unit': '', 'nova-group_serving': 4, 'salt_value': 482.6, 'energy_serving': 14.3, 'fiber_serving': 0, 'sugars_unit': 'g', 'alcohol_value': 0, 'nova-group_100g': 4, 'sugars_100g': 3, 'salt_unit': 'mg', 'saturated-fat_serving': 0, 'fat_serving': 0, 'fiber_100g': 0, 'nova-group': 4, 'alcohol_serving': 0, 'alcohol_100g': 0, 'sodium_100g': 0.19304000000000002, 'nutrition-score-fr': 2, 'energy-kcal_value': 20, 'sodium': 0.19304000000000002, 'proteins_serving': 0.17, 'salt': 0.48260000000000003, 'energy-kcal': 20, 'energy_100g': 84, 'sugars_value': 3, 'energy': 84, 'fiber': 0, 'fiber_unit': 'g'}",17,,Dressings and sauces,20150316.jqm2,"[{'id': 'en:salt', 'text': 'sel', 'percent_min': 0, 'vegetarian': 'yes', 'percent_max': 6.666666666666667, 'vegan': 'yes', 'rank': 15}]",[]
13,0743639200433,8.0,en:ketchup,Fat and sauces,"Concentré de tomates 63 %, sirop de fructose, vinaigre, sel, piment Jalapeño 0,5 %, oignon en poudre, épices, arômes naturels.",['en:france'],"['Concentré de tomates', 'sirop de fructose', 'vinaigre', 'sel', 'piment Jalapeño', 'oignon en poudre', 'épices', 'arômes naturels']",,"{'ciqual_food_name:fr': 'Ketchup', 'ciqual_food_name:en': 'Ketchup'}",Ketchup Épicé au Piment Jalapeño,"Mississippi,Agidra",,Ketchup Épicé au Piment Jalapeño,"Epicerie, Sauces, Sauces tomate, Ketchup","{'fat_unit': 'g', 'salt_value': 2.39, 'nova-group_serving': 4, 'sugars': 23.5, 'proteins_value': 0, 'fat_value': 0, 'carbohydrates_value': 23.5, 'fiber_value': 0, 'proteins': 0, 'energy_value': 400, 'proteins_unit': 'g', 'carbohydrates_100g': 23.5, 'energy_unit': 'kJ', 'carbon-footprint-from-known-ingredients_product': 1050, 'sodium_value': 0.9560000000000001, 'salt_100g': 2.3900000000000006, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 63.5, 'fat': 0, 'proteins_100g': 0, 'carbohydrates': 23.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'nutrition-score-fr_100g': 14, 'fat_100g': 0, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0, 'saturated-fat': 0, 'nutrition-score-fr_serving': 14, 'energy': 400, 'sugars_value': 23.5, 'fiber_unit': 'g', 'fiber': 0, 'energy_100g': 400, 'salt': 2.3900000000000006, 'energy-kj_unit': 'kJ', 'energy-kj_value': 400, 'sodium': 0.9560000000000001, 'nutrition-score-fr': 14, 'sodium_100g': 0.9560000000000001, 'carbon-footprint-from-known-ingredients_100g': 184.39999999999998, 'nova-group': 4, 'fiber_100g': 0, 'salt_unit': 'g', 'sugars_100g': 23.5, 'energy-kj_100g': 400, 'nova-group_100g': 4, 'energy-kj': 400, 'sugars_unit': 'g'}",,[],Dressings and sauces,20120622,"[{'vegetarian': 'yes', 'rank': 4, 'vegan': 'yes', 'percent_max': 15.857142857142854, 'percent_min': '0.5', 'id': 'en:salt', 'text': 'sel'}]",[]
14,0766700410906,9.0,en:tomato-sauces,Fat and sauces,"tomates 83%, oignons, sucre, ail, huile d'olive vierge,  sel, herbes de Provence,  poivre,  laurier.",['en:france'],"['tomates', 'oignons', 'sucre', 'ail', ""huile d'olive vierge"", 'sel', 'herbes de Provence', 'poivre', 'laurier']",100g,{},sauce tomates artisanale,les délices de st Cirice,agen,sauce tomates artisanale,"Epicerie, Sauces, Sauces tomate","{'carbohydrates': 8, 'proteins_100g': 0.5, 'nutrition-score-fr_100g': -5, 'fat_100g': 0.6, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'saturated-fat_100g': 0.1, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'sugars_serving': 4, 'nutrition-score-fr_serving': -5, 'saturated-fat': 0.1, 'energy-kcal_unit': 'kcal', 'sugars': 4, 'fat_value': 0.6, 'proteins_value': 0.5, 'carbohydrates_value': 8, 'fat_unit': 'g', 'nova-group_serving': 3, 'salt_value': 0.01, 'energy-kcal_100g': 39, 'salt_serving': 0.01, 'proteins_unit': 'g', 'sodium_serving': 0.004, 'carbohydrates_100g': 8, 'proteins': 0.5, 'energy_value': 39, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 85.125, 'energy-kcal_serving': 39, 'fat': 0.6, 'proteins_modifier': '<', 'carbon-footprint-from-known-ingredients_product': 156, 'energy_unit': 'kcal', 'carbohydrates_serving': 8, 'salt_100g': 0.01, 'sodium_value': 0.004, 'fat_serving': 0.6, 'nova-group': 3, 'nova-group_100g': 3, 'sugars_100g': 4, 'salt_unit': 'g', 'sodium_modifier': '<', 'saturated-fat_serving': 0.1, 'energy_serving': 163, 'salt_modifier': '<', 'carbon-footprint-from-known-ingredients_serving': 41.5, 'sugars_unit': 'g', 'energy_100g': 163, 'energy-kcal': 39, 'sugars_value': 4, 'energy': 163, 'proteins_serving': 0.5, 'sodium': 0.004, 'salt': 0.01, 'energy-kcal_value': 39, 'nutrition-score-fr': -5, 'sodium_100g': 0.004, 'carbon-footprint-from-known-ingredients_100g': 41.5}",100,,Dressings and sauces,20150316.jqm2,"[{'vegetarian': 'yes', 'percent_max': 3.71875, 'rank': 6, 'vegan': 'yes', 'percent_min': 0, 'id': 'en:salt', 'text': 'sel'}]","[{'vegan': 'yes', 'percent_max': 4.958333333333333, 'vegetarian': 'yes', 'text': ""huile d'olive vierge"", 'id': 'en:virgin-olive-oil', 'rank': 5, 'percent_min': 0, 'from_palm_oil': 'no'}]"
15,07889594163,18.0,en:sauces,Fat and sauces,"Huile de soja, cacahuète en poudre 25%. sucre, crème de noix de coco en poudre (extrait de noix de coco, maltodextrine, émulsifiant: caséinate de sodium (produit laitier)), échalote, pâte de cacahuète 4%, sel, crevettes séchées, pâte de sésame, épice, oignon en poudre, ail en poudre, curcuma en poudre.",['en:france'],"['Huile de soja', 'cacahuète', 'sucre', 'crème de noix de coco', 'échalote', 'pâte de cacahuète', 'sel', 'crevettes', 'pâte de sésame', 'épice', 'oignon en poudre', 'ail en poudre', 'curcuma', 'extrait de noix de coco', 'maltodextrine', 'émulsifiant', 'caséinate de sodium', 'produit laitier']",,{},Satay Sauce,Lee Kum Kee,Chine,Satay Sauce,"Epicerie, Sauces","{'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5.333333333333333, 'fat': 48, 'energy_unit': 'kJ', 'salt_100g': 2.7, 'sodium_value': 1.08, 'proteins_unit': 'g', 'carbohydrates_100g': 27, 'proteins': 12, 'energy_value': 2509, 'energy-kcal_100g': 606, 'sugars': 18, 'energy-kcal_unit': 'kcal', 'carbohydrates_value': 27, 'fat_value': 48, 'proteins_value': 12, 'fat_unit': 'g', 'salt_value': 2.7, 'nova-group_serving': 4, 'nutrition-score-fr_serving': 28, 'saturated-fat': 8.5, 'carbohydrates_unit': 'g', 'saturated-fat_100g': 8.5, 'sodium_unit': 'g', 'nutrition-score-fr_100g': 28, 'fat_100g': 48, 'saturated-fat_unit': 'g', 'saturated-fat_value': 8.5, 'carbohydrates': 27, 'proteins_100g': 12, 'nutrition-score-fr': 28, 'energy-kcal_value': 606, 'sodium_100g': 1.08, 'energy-kj_value': 2509, 'sodium': 1.08, 'energy-kj_unit': 'kJ', 'salt': 2.7, 'energy_100g': 2509, 'energy-kcal': 606, 'sugars_value': 18, 'energy': 2509, 'sugars_unit': 'g', 'energy-kj': 2509, 'nova-group_100g': 4, 'sugars_100g': 18, 'salt_unit': 'g', 'energy-kj_100g': 2509, 'nova-group': 4}",,[],Dressings and sauces,20190830,"[{'id': 'en:salt', 'text': 'sel', 'percent_min': 0, 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 7, 'percent_max': '4'}]",[]
16,08201287,16.0,en:sauces,Fat and sauces,"Eau, sucre, piment rouge mariné (piment rouge 6.1%, sel, correcteur d'acidité: acide acétique), épaississants: adipate de diamidon acétylé, gomme xanthane; ail, sel, correcteur d'acidité: acide acétique; colorant: extrait de paprika. Pourcentage exprimé sur le produit fini.",['en:france'],"['Eau', 'sucre', 'piment rouge', 'épaississants', 'gomme xanthane', 'ail', 'sel', ""correcteur d'acidité"", 'colorant', 'piment rouge', 'sel', ""correcteur d'acidité"", 'adipate de diamidon acétylé', 'acide acétique', 'extrait de paprika', 'acide acétique']",,{},sauce de piment Sriracha Mi-forte,tien shan,Thaïlande,sauce de piment Sriracha Mi-forte,"Epicerie, Sauces","{'carbon-footprint-from-known-ingredients_product': 51.8, 'proteins_modifier': '<', 'energy_unit': 'kcal', 'sodium_value': 1.1199999999999999, 'salt_100g': 2.8, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 6.1, 'saturated-fat_modifier': '<', 'fat': 0.5, 'proteins': 0.5, 'energy_value': 60, 'proteins_unit': 'g', 'carbohydrates_100g': 15, 'energy-kcal_100g': 60, 'fat_unit': 'g', 'salt_value': 2.8, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 12, 'carbohydrates_value': 15, 'proteins_value': 0.5, 'fat_value': 0.5, 'saturated-fat': 0.1, 'fat_modifier': '<', 'nutrition-score-fr_serving': 12, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'nutrition-score-fr_100g': 12, 'fat_100g': 0.5, 'proteins_100g': 0.5, 'carbohydrates': 15, 'carbon-footprint-from-known-ingredients_100g': 20.74, 'energy-kcal_value': 60, 'nutrition-score-fr': 12, 'sodium_100g': 1.1199999999999999, 'salt': 2.8, 'sodium': 1.1199999999999999, 'sugars_value': 12, 'energy': 251, 'energy-kcal': 60, 'energy_100g': 251, 'sugars_unit': 'g', 'sugars_100g': 12, 'salt_unit': 'g', 'nova-group_100g': 4, 'nova-group': 4}",,,Dressings and sauces,20150316.jqm2,"[{'text': 'sel', 'id': 'en:salt', 'vegan': 'yes', 'percent_max': 14.285714285714286, 'rank': 7, 'vegetarian': 'yes', 'percent_min': 0}, {'percent_max': '6.1', 'vegan': 'yes', 'vegetarian': 'yes', 'percent_min': 0, 'text': 'sel', 'id': 'en:salt'}]",[]
17,0838948001663,12.0,en:tomato-sauces,Fat and sauces,"Purée de tomate, huile de tournesol, tomates séchées réhydratées 14 %, ail 3 %, basilic, sucre, sel, amidon, correcteur d'acidité : acide tactique, antioxydant, acide ascorbique,",['en:france'],"['Purée de tomate', 'huile de tournesol', 'tomates séchées réhydratées', 'ail', 'basilic', 'sucre', 'sel', 'amidon', ""correcteur d'acidité"", 'antioxydant', 'acide ascorbique', 'acide tactique']",,{},Pesto alla Napoletana,Shneider's,Italie,Pesto alla Napoletana,"Epicerie, Sauces, Sauces tomate","{'carbohydrates_value': 7.6, 'proteins_value': 1.8, 'fat_value': 36.9, 'sugars': 6.5, 'energy-kcal_unit': 'kcal', 'nova-group_serving': 3, 'salt_value': 2.33, 'fat_unit': 'g', 'fiber_value': 2.8, 'energy-kcal_100g': 375, 'carbohydrates_100g': 7.6, 'proteins_unit': 'g', 'energy_value': 375, 'fruits-vegetables-nuts-estimate_unit': '', 'proteins': 1.8, 'fat': 36.9, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 37.5, 'salt_100g': 2.329999999999999, 'sodium_value': 0.932, 'carbon-footprint-from-known-ingredients_product': 15, 'energy_unit': 'kcal', 'carbohydrates': 7.6, 'proteins_100g': 1.8, 'fat_100g': 36.9, 'nutrition-score-fr_100g': 16, 'saturated-fat_value': 3.8, 'saturated-fat_unit': 'g', 'saturated-fat_100g': 3.8, 'carbohydrates_unit': 'g', 'sodium_unit': 'g', 'nutrition-score-fr_serving': 16, 'saturated-fat': 3.8, 'energy-kcal': 375, 'energy_100g': 1569, 'fiber_unit': 'g', 'fiber': 2.8, 'sugars_value': 6.5, 'energy': 1569, 'sodium': 0.932, 'salt': 2.329999999999999, 'energy-kcal_value': 375, 'nutrition-score-fr': 16, 'fruits-vegetables-nuts-estimate_100g': 28, 'sodium_100g': 0.932, 'fruits-vegetables-nuts-estimate': 28, 'carbon-footprint-from-known-ingredients_100g': 7.9, 'fiber_100g': 2.8, 'fruits-vegetables-nuts-estimate_label': '0', 'nova-group': 3, 'nova-group_100g': 3, 'fruits-vegetables-nuts-estimate_serving': 28, 'sugars_100g': 6.5, 'salt_unit': 'g', 'fruits-vegetables-nuts-estimate_value': 28, 'sugars_unit': 'g'}",,[],Dressings and sauces,20120622,"[{'text': 'sel', 'id': 'en:salt', 'vegan': 'yes', 'rank': 7, 'percent_max': '3', 'vegetarian': 'yes', 'percent_min': 0}]","[{'from_palm_oil': 'no', 'percent_min': '14', 'rank': 2, 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': 41.5, 'id': 'en:sunflower-oil', 'text': 'huile de tournesol'}]"
18,1002710580000,22.0,en:sauces,Fat and sauces,"Eau, crème (36 % mat. gr.), amidon de maïs, huile de colza, tomates (3 %), préparation culinaire à base de vin (eau, vin blanc, sherry, sel, extrait de poivre) concentré de tomate (1,7 %), sel, préparation de légumes, oignon en poudre, sucre, pâte d'ail, arôme de thym, tomate séchée (0,04 %), poivre blanc.",['en:france'],"['Eau', 'crème', 'amidon de maïs', 'huile de colza', 'tomates', 'préparation culinaire à base de vin', 'concentré de tomate', 'sel', 'préparation de légumes', 'oignon en poudre', 'sucre', ""pâte d'ail"", 'arôme de thym', 'tomate séchée', 'poivre blanc', 'mat', 'gr', 'eau', 'vin blanc', 'sherry', 'sel', 'extrait de poivre']",62.5 g,{},Tomat & Ort,Ikea,,Tomat & Ort,"Epicerie, Sauces","{'carbohydrates_unit': 'g', 'saturated-fat_100g': 4.5, 'sodium_unit': 'g', 'sugars_serving': 0.9380000000000001, 'nutrition-score-fr_serving': 10, 'saturated-fat': 4.5, 'carbohydrates': 5.4, 'proteins_100g': 0.8, 'fat_100g': 8.3, 'nutrition-score-fr_100g': 10, 'saturated-fat_value': 4.5, 'saturated-fat_unit': 'g', 'carbohydrates_100g': 5.4, 'salt_serving': 0.75, 'proteins_unit': 'g', 'sodium_serving': 0.3, 'energy_value': 98, 'proteins': 0.8, 'energy-kcal_serving': 61.2, 'fat': 8.3, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 7.82, 'salt_100g': 1.2000000000000006, 'sodium_value': 0.48, 'carbon-footprint-from-known-ingredients_product': 16.1, 'energy_unit': 'kcal', 'carbohydrates_serving': 3.38, 'proteins_value': 0.8, 'fat_value': 8.3, 'carbohydrates_value': 5.4, 'energy-kcal_unit': 'kcal', 'sugars': 1.5, 'nova-group_serving': 3, 'salt_value': 1.2, 'fat_unit': 'g', 'energy-kcal_100g': 98, 'energy_serving': 256, 'sugars_unit': 'g', 'carbon-footprint-from-known-ingredients_serving': 4.03, 'fat_serving': 5.19, 'nova-group': 3, 'nova-group_100g': 3, 'saturated-fat_serving': 2.81, 'salt_unit': 'g', 'sugars_100g': 1.5, 'nutrition-score-fr': 10, 'energy-kcal_value': 98, 'sodium_100g': 0.48, 'carbon-footprint-from-known-ingredients_100g': 6.449999999999999, 'energy_100g': 410, 'energy-kcal': 98, 'energy': 410, 'sugars_value': 1.5, 'sodium': 0.48, 'proteins_serving': 0.5, 'salt': 1.2000000000000006}",62.5,[],Dressings and sauces,20120622,"[{'percent_min': '0.04', 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': '1.7', 'rank': 8, 'id': 'en:salt', 'text': 'sel'}, {'percent_min': 0, 'vegetarian': 'yes', 'vegan': 'yes', 'percent_max': 0.75, 'id': 'en:salt', 'text': 'sel'}]","[{'text': 'huile de colza', 'id': 'en:colza-oil', 'vegan': 'yes', 'percent_max': 14, 'vegetarian': 'yes', 'rank': 4, 'percent_min': '3', 'from_palm_oil': 'no'}]"
19,12120222,17.0,en:tomato-sauces,Fat and sauces,"Couls de Tomate and D L le exta-wiege d'olive* (3,7%), oignons! (3%), céleri* (2,3%), via.sel, pol remo r:ar extravergine*.137%), Zwiebel *0%), Sellerie&quot; 12.3%, wen Salz, schnwarzer Peteru ESE (sugo di pomodoro con carne bovin ogebint carote&quot;(46&quot;,olio extra vergine d'oliva&quot; (33%), cipolle&quot;()%), sedano. ehura bologica From organic agricılture gnaiture biologique",['en:france'],"[""Couls de Tomate and D L le exta-wiege d'olive"", 'oignons!', 'céleri', 'via.sel', 'pol remo r', 'Zwiebel', 'Sellerie""', 'wen Salz', 'schnwarzer Peteru ESE', 'sugo di pomodoro con carne bovin ogebint carote""', '46""', 'olio extra vergine d\'oliva""', 'cipolle""', '%', 'sedano', 'ehura bologica From agricılture gnaiture', 'ar extravergine']",100g,{},Alla Bolognese,Le Delizie Di Mamma Puggia,italie,Alla Bolognese,"Epicerie, Sauces, Sauces tomate","{'sugars_value': 2.3, 'energy': 439, 'fiber': 0, 'fiber_unit': 'g', 'energy-kcal': 105, 'energy_100g': 439, 'salt': 0, 'proteins_serving': 5.1, 'sodium': 0, 'nutrition-score-fr': 0, 'energy-kcal_value': 105, 'sodium_100g': 0, 'carbon-footprint-from-known-ingredients_100g': 3.6399999999999997, 'fat_serving': 7.7, 'fiber_100g': 0, 'sugars_100g': 2.3, 'salt_unit': 'g', 'saturated-fat_serving': 2.4, 'carbon-footprint-from-known-ingredients_serving': 3.64, 'sugars_unit': 'g', 'fiber_serving': 0, 'energy_serving': 439, 'fat_unit': 'g', 'salt_value': 0, 'energy-kcal_unit': 'kcal', 'sugars': 2.3, 'carbohydrates_value': 3.2, 'proteins_value': 5.1, 'fat_value': 7.7, 'energy-kcal_100g': 105, 'fiber_value': 0, 'proteins': 5.1, 'energy_value': 105, 'proteins_unit': 'g', 'salt_serving': 0, 'sodium_serving': 0, 'carbohydrates_100g': 3.2, 'energy_unit': 'kcal', 'carbohydrates_serving': 3.2, 'carbon-footprint-from-known-ingredients_product': 10.9, 'sodium_value': 0, 'salt_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5.3, 'fat': 7.7, 'energy-kcal_serving': 105, 'proteins_100g': 5.1, 'carbohydrates': 3.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 2.4, 'nutrition-score-fr_100g': 0, 'fat_100g': 7.7, 'sugars_serving': 2.3, 'sodium_unit': 'g', 'saturated-fat_100g': 2.4, 'carbohydrates_unit': 'g', 'saturated-fat': 2.4, 'nutrition-score-fr_serving': 0}",100,[],Dressings and sauces,20190830,[],[]
20,1502710510002,19.0,en:sauces-for-fishes,Fat and sauces,"Eau, _crème_ (36 % mat. gr.), huile de colza, mélange stabilisant (amidon de riz, fibres d'agrumes), sel, préparation de légumes, jus de citron en poudre (0,6 %), aneth (0,5 %), protéine de _lait_, sucre, oignon en poudre, extrait d'aneth, poivre blanc, huile essentielle de citron, curcuma.","['en:austria', 'en:france']","['Eau', '_crème_', 'huile de colza', 'mélange stabilisant', 'sel', 'préparation de légumes', 'jus de citron en poudre', 'aneth', 'protéine de _lait_', 'sucre', 'oignon en poudre', 'aneth', 'poivre blanc', 'huile essentielle de citron', 'curcuma', 'mat', 'gr', 'amidon de riz', ""fibres d'agrumes""]",,{},Sas citron &dill,Ikea,Autriche,Sas citron &dill,"Epicerie, Sauces, Sauces pour poissons","{'sodium_100g': 4.8, 'carbohydrates_unit': 'g', 'sugars_value': 1.2000000476837, 'proteins': 0.80000001192093, 'salt': 12, 'saturated-fat_value': 5.1999998092651, 'nova-group': 4, 'carbon-footprint-from-known-ingredients_product': 0.45, 'carbohydrates_100g': 6.5, 'energy-kcal_unit': 'kcal', 'energy_100g': 536, 'energy_unit': 'kcal', 'sodium_unit': 'g', 'saturated-fat': 5.1999998092651, 'energy_value': 128, 'salt_100g': 12, 'energy-kcal': 128, 'carbon-footprint-from-known-ingredients_100g': 0.18, 'energy-kcal_100g': 128, 'salt_unit': 'g', 'salt_value': 12, 'sodium': 4.8, 'carbohydrates_value': 6.5, 'fat_unit': 'g', 'nutrition-score-fr_100g': 16, 'carbohydrates': 6.5, 'energy-kcal_value': 128, 'energy': 536, 'proteins_value': 0.80000001192093, 'proteins_100g': 0.80000001192093, 'saturated-fat_100g': 5.1999998092651, 'sugars': 1.2000000476837, 'proteins_unit': 'g', 'nova-group_serving': 4, 'fat_100g': 11, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1.2, 'sodium_value': 4.8, 'saturated-fat_unit': 'g', 'fat': 11, 'nova-group_100g': 4, 'nutrition-score-fr': 16, 'fat_value': 11, 'sugars_100g': 1.2000000476837, 'sugars_unit': 'g'}",,[],Dressings and sauces,20150316.jqm2,"[{'id': 'en:salt', 'percent_max': 9.133333333333338, 'percent_min': '0.6', 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'rank': 5}]","[{'rank': 3, 'from_palm_oil': 'no', 'vegan': 'yes', 'percent_max': 28, 'text': 'huile de colza', 'percent_min': '0.6', 'vegetarian': 'yes', 'id': 'en:colza-oil'}]"
